spkid,full_name,diameter,class,q,e,i,om,w,ma,epoch
2003240,3240Laocoon1978VG6,51.695,TJN,4.5648210592111935,0.08736874205941257,0.9307657895314914,37.409916697957975,347.2304482940113,76.9618107339596,59000
2003317,3317Paris1984KF,118.790,TJN,4.556492066316213,0.18355586841671384,7.139639529896192,90.53968934024594,116.84588247372234,273.4832492633583,59000
2003451,3451Mentor1984HA1,126.288,TJN,4.785413620978932,0.04184815819561255,4.047564072268165,115.5668685957332,252.3624513851763,296.27981287570003,59000
2003708,37081974FV1,75.661,TJN,4.392063997096809,0.08764339456056544,10.728439346644473,109.01597442282478,201.5936695849067,285.32013195568203,59000
2004348,4348Poulydamas1988RU,82.032,TJN,4.733583823091778,0.1099085529881075,14.356598292840486,61.870016375471465,121.33787707828039,314.2280952240444,59000
2004707,4707Khryses1988PY,37.766,TJN,4.56602867717725,0.13682099526511077,10.364612267273458,312.55234110893963,55.20088113066723,122.29950853231263,59000
2004708,4708Polydoros1988RT,54.964,TJN,4.9439585541992495,0.23555278841790406,13.304008945638053,150.700370864238,132.09128067796087,354.9198514616792,59000
2004709,4709Ennomos1988TU2,91.433,TJN,5.141579653805327,0.05990213464750792,6.795360204018095,346.72687648804373,334.0067657178645,100.65409221965025,59000
2004715,47151989TS1,62.097,TJN,4.859957836354677,0.15427033152408348,11.574611057929525,210.05005204445297,292.04941520640466,336.3473123632555,59000
2004722,4722Agelaos4271T3,50.378,TJN,4.63043469563407,0.17772437065861274,12.645651550075552,49.82206883215071,119.04283103144559,157.4784341481861,59000
2004754,4754Panthoos5010T3,53.025,TJN,5.214246401571579,0.013935123815999317,10.663134413753136,196.52569554022455,197.16312672389518,20.495517554554947,59000
2004791,4791Iphidamas1988PB1,49.528,TJN,4.924688002224526,0.1822634555704315,7.61665929104347,357.6762531807272,146.1462043354493,282.56992894981335,59000
2004792,4792Lykaon1988RK1,50.870,TJN,4.77973564795416,0.051157237106187456,9.387991644230521,203.46180735573893,167.84562527741198,283.46789986314207,59000
2004805,4805Asteropaios1990VH7,57.647,TJN,4.738099603242085,0.019515477895583853,10.507604935183204,0.6729642466425378,274.0358469619806,71.02724201018341,59000
2004827,4827Dares1988QE,42.770,TJN,4.898063801929864,0.28466566117599995,3.7962660483214035,335.90876529255087,195.48223234230974,296.4644813277541,59000
2004828,4828Misenus1988RV,45.954,TJN,4.947033076001404,0.2896896099223678,12.143688913724771,84.56198620614816,65.17600682824497,56.728585062767046,59000
2004829,4829Sergestus1988RM1,32.220,TJN,4.9152626999669415,0.24251920443493832,14.2548680845091,247.8704591048244,96.85282600963406,54.51539722835551,59000
2004832,4832Palinurus1988TU1,52.058,TJN,4.528943546821087,0.0913841307520112,6.97858972769904,185.42885578395936,204.40579027593682,291.21094365622605,59000
2004867,4867Polites1989SZ,57.251,TJN,5.069849862936152,0.029301634201915158,10.51600774664816,117.15615246271902,249.41504157451183,104.4788847507149,59000
2005119,51191988RA1,49.251,TJN,4.635634314863896,0.20526990795364705,11.05538858685531,101.75022852349993,182.92335385772847,27.67602065817171,59000
2005120,5120Bitias1988TZ1,47.987,TJN,4.687348564184129,0.13204574812188039,9.933713212822205,334.3535505025577,223.27579164283023,344.28383493254876,59000
2005130,5130Ilioneus1989SC7,60.711,TJN,5.151054270149184,0.036611470453433645,8.206726624929534,328.29332253114137,284.1757025671727,200.53445613451396,59000
2005144,5144Achates1991XX,80.958,TJN,3.778017052251697,0.14855307303338106,13.224719318622158,184.7285424193605,196.34108983490225,161.30789619563637,59000
2005233,52331988RL10,29.035,TJN,4.9086221501794025,0.010316556334565519,6.733900639033417,93.05827039265012,351.78892201882775,181.47961578998184,59000
2005476,54761989TO11,35.096,TJN,4.73329329906908,0.2727961206236346,0.9165443472990537,36.8431315819192,84.80471464898045,241.36209978666534,59000
2005511,5511Cloanthus1988TH1,39.773,TJN,4.6311841919513554,0.07763399448000508,12.668345635682403,56.36749782927082,331.0877701404193,310.1997546869526,59000
2005637,5637Gyas1988RF1,28.168,TJN,4.551694169640549,0.19875668530619459,10.10971908474826,188.01062126661762,89.1575261270488,242.1283997907304,59000
2005638,5638Deikoon1988TA3,41.455,TJN,4.681870704437512,0.09351332282682329,12.7388793974947,110.8187858084433,191.39204751613264,266.22950146901553,59000
2005648,56481990VU1,59.295,TJN,4.297212146782544,0.15602040635334324,2.0782116366704146,15.144531213584411,164.12643748893953,64.85510882110742,59000
2005907,59071989TU5,31.248,TJN,4.639156017400361,0.16401308380298388,0.46129410764574497,163.86025871199604,134.23797688298578,138.27350512349003,59000
2006002,60021988RO,40.408,TJN,4.7494375682045815,0.05545633665765811,14.01561810573752,268.6281452871529,346.58448069629674,210.53152548395636,59000
2006997,6997Laomedon3104T3,37.549,TJN,4.648928146832498,0.29087538832936755,2.2159245877586145,321.0102417455955,98.02856191175648,222.9863377223106,59000
2006998,6998Tithonus3108T3,27.828,TJN,4.814835453309663,0.23253984700833435,12.144784981056777,210.70225644591216,242.9528775635022,97.44952022340942,59000
2007352,73521994CO,47.731,TJN,4.937030021921328,0.28184968246925673,12.348149132709537,260.3851645832806,289.46468592461156,350.9936106839452,59000
2007815,7815Dolon1987QN,42.516,TJN,4.965503696847357,0.26844820512829465,10.630578008235045,131.06536951137565,70.92246441937252,42.54694997804026,59000
2009023,9023Mnesthus1988RG1,49.151,TJN,4.8869774354528746,0.17936999364332554,1.9689331663930643,178.6457445180982,350.3350535059915,40.420205336336984,59000
2009030,90301989UX5,32.186,TJN,5.169450727804676,0.27656227050693505,10.010979368412114,262.66566834361055,196.7905712540878,82.4940715804147,59000
2009142,9142Rhesus5191T3,42.306,TJN,4.496095199717528,0.02654775061557585,13.336298749902985,261.956961854026,329.2166381807004,271.4087754932342,59000
2009430,9430Erichthonios1996HU10,27.532,TJN,4.980336133779433,0.058794858725743554,6.3829746720132485,152.8294552450215,238.9971814789826,13.15846384457406,59000
2011089,110891994CS8,37.047,TJN,5.078040525835577,0.01356818667316142,6.202752815678983,195.7202429609962,233.7936662796381,355.6316802972895,59000
2011275,112751988SL3,25.570,TJN,4.728298102629968,0.0975990992289793,6.642874643691286,332.587922238349,124.41099212646594,355.5826007495342,59000
2011487,114871988RG10,32.139,TJN,4.903541703630324,0.1166031869068446,1.2340783601430965,227.51913777956412,277.41245163339164,57.48631078583733,59000
2011488,114881988RM11,22.193,TJN,4.989147871709508,0.08140470953216877,13.380383535449601,231.32686524717226,10.723074191955963,144.43317874014468,59000
2011509,11509Thersilochos1990VL6,49.960,TJN,4.440530525646283,0.24862125274557878,13.037742959707655,282.46330525872963,200.09537356311554,73.41024221008138,59000
2011552,11552Boucolion1993BD4,51.136,TJN,4.469591287273588,0.10702599800807679,14.968639826854293,41.48024267375022,11.570062753236506,146.88547644855652,59000
2011554,11554Asios1993BZ12,41.561,TJN,4.934831740655013,0.08428035290621423,8.777747122476201,188.23834499354192,110.473874200376,191.83061313042464,59000
2011663,116631997GO24,31.327,TJN,4.4844020238463775,0.16280882494747453,11.267874546770786,345.3954250575535,34.6664808761364,296.18350243032097,59000
2011869,118691989TS2,26.794,TJN,5.015534530213877,0.04227726749242879,3.0400785946095703,130.1977411833956,328.1727702063988,12.890627210694014,59000
2011887,11887Echemmon1990TV12,31.190,TJN,4.707995635008254,0.2406590942262119,10.012932273362543,106.17341271195276,226.17373195398747,355.28316162348165,59000
2012052,12052Aretaon1997JB16,39.151,TJN,4.876883908130205,0.022365193103931248,9.745992731360861,216.43486761771274,240.66382207469906,338.6026655514466,59000
2012126,121261999RM11,53.202,TJN,4.131807518667285,0.2960660809801552,13.518131037624187,79.60299284350923,306.40623274478236,205.3502276180611,59000
2012242,12242Koon1988QY,37.861,TJN,4.760809730067963,0.23167343078899721,12.461890842586111,200.14025634851362,263.89169109448403,173.12269637217543,59000
2012444,12444Prothoon1996GE19,63.835,TJN,4.863744043203361,0.059614704460251716,14.076996939266447,56.03472390875061,44.71040741304935,198.23211124839943,59000
2012649,12649Ascanios2035T3,25.102,TJN,4.394511075350558,0.0016566351370807197,13.032502090524112,208.72564585124601,222.31379997344072,6.638733512125401,59000
2012929,129291999TZ1,54.077,TJN,5.037423815248928,0.24463842853645024,13.030408423482779,216.8565061122639,352.14146294146946,265.56576911719435,59000
2013402,134021999RV165,22.511,TJN,4.622400305696113,0.21205720315428514,0.9558499003307741,150.62417244441463,77.08172073361709,178.71695435802548,59000
2015502,155021999NV27,53.100,TJN,5.041569947634671,0.21870215041229618,12.689429290439339,137.78871315792787,223.0970152028942,102.97437100836834,59000
2015977,159771998MA11,43.530,TJN,4.936347605656502,0.2313811040057837,9.112175917546772,88.36498022416176,202.9011530836796,166.15568117778145,59000
2016070,160701999RB101,63.191,TJN,4.494981930131225,0.02221339552022711,5.706666776489418,119.13203082009396,140.99257648613172,105.32440880448765,59000
2016428,164281988RD12,22.468,TJN,4.859024829975004,0.10753971856328177,0.8477193658209348,179.4045481888908,343.66873811964774,251.9822780920727,59000
2016560,16560Daitor1991VZ5,43.861,TJN,4.8476584088749615,0.03476071785753891,10.1651066215207,89.15720437047638,128.30413882140226,221.19631335526185,59000
2016667,166671993XM1,35.390,TJN,4.1689888192834985,0.25893102776267807,4.923026258064262,281.82040681387053,33.72495936704224,139.71333567242124,59000
2016956,169561998MQ11,38.583,TJN,4.645213731523591,0.18698943804826737,7.016643974790521,255.2526868772778,346.51547416588704,113.12709911685775,59000
2017171,171711999NB38,40.946,TJN,4.71453219215717,0.09926940745579475,10.225926555827014,96.95011217255836,262.51927445355534,316.09319197510376,59000
2017172,171721999NZ41,34.482,TJN,4.920133970087819,0.01906750508580709,13.676618205362143,35.076658716557276,123.28195522256233,245.6059117133914,59000
2017314,17314Aisakos1024T1,35.761,TJN,4.783627095973574,0.09329469651469866,12.381553734074977,0.0648140342266057,100.9841850322971,257.6814541810705,59000
2017365,173651978VF11,44.904,TJN,4.866218082422285,0.09755499660802411,6.758956936553997,214.81878685733602,334.08959925962154,222.69801309440118,59000
2017414,174141988RN10,21.627,TJN,4.9553226113110265,0.21888185350141923,5.8167473616956835,76.09094872331359,98.47799134567022,27.082998084464677,59000
2017417,174171988RY10,27.569,TJN,4.741332765930887,0.19126724140656393,3.5966960826607117,4.529689236554084,193.37676217066843,21.334495211729177,59000
2017419,174191988RH13,33.138,TJN,4.877975553762039,0.26616382277289796,5.586401267639523,129.27069741312815,77.38382563433629,154.50174662650076,59000
2017421,174211988SW1,23.785,TJN,4.627260646570782,0.14166447754858477,1.6656958093784746,346.319446434276,358.2772610094657,334.97998454008416,59000
2017442,174421989UO5,23.374,TJN,5.0070233586306365,0.035878273781490506,14.566582625471318,248.37941074673424,277.02309105780085,188.89490840348583,59000
2017492,17492Hippasos1991XG1,53.975,TJN,4.799649181586287,0.21397343616689848,8.608761659393684,308.7949330520849,204.34857845533583,315.31842471363393,59000
2018037,180371999NA38,24.424,TJN,4.8123804645652015,0.22823551458506922,1.9170876419281935,52.10607537386282,268.497521705812,34.75794313298012,59000
2018046,180461999RN116,42.736,TJN,4.906452723138581,0.16838315927084888,5.292090138988587,26.383735662997097,329.8924679762957,260.7339869764786,59000
2018054,180541999SW7,36.222,TJN,5.141878104339889,0.2312901539863683,8.205587154309839,4.150714863500085,346.724709991412,88.32162778589202,59000
2018137,181372000OU30,33.664,TJN,5.031916707068868,0.14813867890931723,7.993284549613044,344.0384244070154,282.96679839316505,188.81861752886985,59000
2018228,18228Hyperenor3163T1,23.245,TJN,4.614791718898117,0.1568198488145982,0.5325505307794853,108.07298472727744,305.6637485999615,105.45158532746728,59000
2018268,18268Dardanos2140T3,20.352,TJN,4.666826417806654,0.12826230550756487,14.262615513436671,165.42177924270888,143.20581285110293,256.4400096007468,59000
2018278,18278Drymas4035T3,28.885,TJN,4.823369087852717,0.007625738023228556,4.13063522212417,142.02850449663882,141.05627826226788,144.32005899738945,59000
2018493,18493Demoleon1996HV9,33.474,TJN,4.804915782972797,0.032367428097991334,0.24277003397836783,262.96449674142934,290.9867949877292,166.38065729985374,59000
2018940,189402000QV49,21.423,TJN,4.862132637722341,0.009428755706020276,1.146660134254237,111.5873575029875,273.4650499907078,88.3243343453505,59000
2018971,189712000QY177,24.839,TJN,4.580882524277079,0.1909231233791341,8.702923548719655,192.76303774105855,324.3534133035832,101.3248855103019,59000
2019018,190182000RL100,32.111,TJN,4.693942964198653,0.094306794322898,2.066782810126453,358.4096153839683,47.88348989879068,64.61124865536068,59000
2019020,190202000SC6,42.613,TJN,4.625095209026017,0.15257120734941082,0.6258718928025492,159.86287848392504,248.69272272919181,199.36747705254632,59000
2019844,198442000ST317,37.972,TJN,4.936263213036304,0.2722699421778279,5.694396996190671,198.457754651912,233.15336417099303,52.19890417132057,59000
2022180,221802000YZ,39.753,TJN,4.814805896190224,0.07478766874466249,9.341417885102828,180.9101024319016,287.467142527272,96.55294020205045,59000
2023463,234631989TX11,26.310,TJN,4.927428439852553,0.12311487691068891,1.6775970726241858,289.1470169289716,8.838858566344365,190.96608767331114,59000
2023694,236941997KZ3,32.389,TJN,5.034331968754596,0.2266653415629146,4.699917482269733,96.06227545208701,297.45088043967087,98.93926766793099,59000
2023987,239871999NB63,20.585,TJN,4.319449647751793,0.06863944964748674,6.2664100743681335,61.35768581140691,117.51359518027758,211.85987750435822,59000
2024018,240181999RU134,24.206,TJN,4.97805371203829,0.023093972948637898,2.3919014668015075,271.4735369753503,247.3639671672259,5.099041604950476,59000
2024022,240221999RA144,20.991,TJN,4.834256105330425,0.0869254358741304,7.5911084770006525,149.6225470927155,221.96144576628123,350.36020357198,59000
2024444,244442000OP32,23.619,TJN,4.872935017938584,0.04836638617620132,1.2782113035265636,328.9413632316074,158.47139549862774,262.79598829695846,59000
2024446,244462000PR25,31.392,TJN,4.816261345121203,0.2789092957027719,0.6977774451760299,231.89734288562315,268.5699122010705,181.37488627697218,59000
2024448,244482000QE42,25.907,TJN,4.892384369580179,0.24243611386932507,7.797530507327021,203.1635202162273,346.0388149495838,331.5016511583474,59000
2024449,244492000QL63,22.792,TJN,4.9699348561636265,0.19002112695312703,3.7184545912631344,25.36453973731578,116.45099277187781,313.115789140192,59000
2024451,244512000QS104,40.666,TJN,4.606603740950844,0.2614381770563153,1.4306071184704128,262.94828584960726,269.4369179408989,131.95955518143737,59000
2024453,244532000QG173,27.932,TJN,4.886243154903167,0.24110162306973432,6.358688812314484,246.97453158466496,113.23333614366558,41.80650420581636,59000
2024454,244542000QF198,28.224,TJN,4.9021128073436975,0.05597101766581075,13.727111092760921,230.42589281537573,304.43513051378966,90.80366114763291,59000
2024456,244562000RO25,20.613,TJN,4.981046113393956,0.2677676995469933,10.862886699812325,96.4474284854486,157.41833972019367,75.12813700708881,59000
2024458,244582000RP100,25.686,TJN,4.741861087842112,0.16180267257469522,12.234238730205414,340.82615580280003,161.73566426203354,270.0206767951828,59000
2024459,244592000RF103,28.326,TJN,4.646323683667955,0.24223204654921876,13.078709831379546,115.79584573181522,277.8770092091346,197.31956130468228,59000
2024467,244672000SS165,21.164,TJN,4.722387861745132,0.26882738997704797,14.589416120946284,54.80314443141634,178.6210918117486,306.03534593700977,59000
2024470,244702000SJ310,33.067,TJN,4.791450069958079,0.09540104249155916,11.448698602712595,355.392415776605,95.99206245872236,176.29227016710303,59000
2024471,244712000SH313,29.125,TJN,5.081943759006328,0.033015577358303023,9.126118829092196,268.6486604845565,358.39329612099294,277.11541976809195,59000
2024472,244722000SY317,28.723,TJN,4.947386620298204,0.0683805487625825,5.481388204533708,149.3232776374253,223.28114144940875,116.43222153377067,59000
2025344,253441999RN72,23.288,TJN,4.953886135530675,0.1281323365878769,2.7246485483657414,336.92991511993444,232.2538404293623,216.77428908626536,59000
2025347,253471999RQ116,28.649,TJN,4.875474099744238,0.24540442977674792,10.299898109749414,32.80225477183102,232.76949042159276,230.18406585346847,59000
2025883,258832000RD88,29.842,TJN,5.026588998633115,0.258219174976903,14.924249791829128,31.5580379135608,318.0092637913432,273.34335276062797,59000
2029314,29314Eurydamas1994CR18,21.386,TJN,4.899482191928801,0.002085639159357211,7.010380269283786,245.68236670629076,66.19392203464922,287.8158241508715,59000
2029603,296031998MO44,32.512,TJN,4.971838121037033,0.1532241907732697,10.855190521392114,64.06993741638367,21.294541862833217,99.54109522975564,59000
2029976,299761999NE9,33.952,TJN,5.102151719218068,0.1252233009446337,7.426386749897342,330.1702254695823,139.21218426418577,138.62088054560022,59000
2029977,299771999NH11,33.098,TJN,4.763646613480408,0.06663234314121907,6.479001350452149,302.52930274759353,203.36586498304854,74.56863270768895,59000
2030498,304982000QK100,22.172,TJN,4.815332292196874,0.03595961020010484,6.154584203398727,110.29220067642711,102.85546362350755,269.2203733856569,59000
2030499,304992000QE169,21.180,TJN,4.8819164508366,0.10128455142108839,7.569370243975464,319.98224961697326,248.11452161683556,97.46217491516647,59000
2030504,305042000RS80,29.232,TJN,4.8927686232108805,0.28287291117375574,5.503434927980625,15.439567322638212,26.609752417421827,140.76691264163887,59000
2030505,305052000RW82,25.838,TJN,4.785026953620644,0.09696087960622657,11.231599827327116,197.5096269854978,284.6554095900519,289.08953120387554,59000
2030506,305062000RO85,34.356,TJN,4.713168013198613,0.1556371865230098,13.11408039887275,336.80259853518,258.510967091639,122.32895054529752,59000
2030704,30704Phegeus3250T3,27.002,TJN,5.041321315470898,0.21090568766855336,13.243279599677763,307.93787241685135,77.0201233826968,104.94011130039465,59000
2030705,30705Idaios3365T3,44.546,TJN,4.893427183027512,0.1090888807137882,3.4154807013873887,128.1863965683582,107.44352589820963,234.42531589532382,59000
2030708,30708Echepolos4101T3,25.351,TJN,5.1457523677734205,0.29153462481628817,13.438637080972363,65.83335668446855,290.5207361418746,351.1344908799207,59000
2030791,307911988RY11,20.305,TJN,4.908195230697169,0.2887341884826334,5.123268477826576,75.79461182534804,278.4016234865188,22.544628881375502,59000
2030807,308071989UQ5,20.670,TJN,4.887499458053961,0.07553468874760924,4.639614982279465,185.2228361082259,292.95581664021347,300.52382564895515,59000
2030942,30942Helicaon1994CX13,32.544,TJN,4.847188126410197,0.14917455176771563,10.901340860973539,214.83825978113066,116.0074241610526,43.77774033356068,59000
2031342,313421998MU31,47.396,TJN,4.826413167011825,0.0902634929450309,4.570445101294341,11.813153984509114,349.0456260503981,124.16332221296958,59000
2031344,31344Agathon1998OM12,40.645,TJN,5.150014085727201,0.08545214831324029,0.7944960841456516,148.8785613245597,257.52176257462963,150.018455747853,59000
2031806,318061999NE11,23.794,TJN,4.702135939243906,0.011066084206359838,5.604266584654621,298.93936163180564,23.4722834628317,258.7461696381552,59000
2031819,318191999RS150,29.730,TJN,5.196511068419687,0.18286930019396905,10.821984005375235,159.95842208488696,171.98454744393987,333.5637351061525,59000
2032339,323392000QA88,27.968,TJN,4.640731923725083,0.15080370696865844,4.904376304052648,60.90314074178777,239.23693637013687,36.72394570165012,59000
2032397,323972000QL214,30.763,TJN,5.1969260155718935,0.015443625374996805,9.443385839927197,343.74970548687486,60.714069244929135,268.1310427625691,59000
2032434,324342000RW96,21.082,TJN,4.436293031067988,0.08359393927098342,9.901791663946955,95.85919437352801,324.63681359754275,116.02526235884405,59000
2032435,324352000RZ96,30.829,TJN,4.562077858434092,0.2724797657899961,11.006040175895343,287.4341756282618,271.47913241415597,324.68795844908726,59000
2032437,324372000RR97,28.865,TJN,4.559756697730256,0.07186856720009173,13.456956994664045,69.76589988201656,29.315436383940824,100.15805530591976,59000
2032440,324402000RC100,29.252,TJN,5.015172462278117,0.04346846162736693,6.488467489026472,152.34218251977236,328.75131896851207,249.79030187252883,59000
2032451,324512000SP25,26.879,TJN,4.708015121358348,0.1468358280832689,2.496481149936856,176.55211431893227,145.57308483940452,59.312088130411766,59000
2032464,324642000SB132,30.260,TJN,5.1388344307263845,0.2956951362331802,4.783885731478341,180.228706541368,162.8890119246179,344.86094831996996,59000
2032467,324672000SL174,20.142,TJN,5.074299351917209,0.07261658145345012,6.482508827609789,185.93059251625374,281.91893775360825,1.55676189397703,59000
2032475,324752000SD234,38.365,TJN,4.7145535984656775,0.20164066422176355,10.708372039921697,80.9811146483141,231.83916602406782,83.82671183252904,59000
2032478,324782000SV289,20.757,TJN,4.344430224058364,0.22848588459861527,0.19683188342450253,185.72958790590067,157.5103302883965,243.33988177144948,59000
2032480,324802000SG348,29.583,TJN,4.7670082097574165,0.0712912631977199,4.736780751598184,173.41659139599153,93.46487675567609,307.26872276010187,59000
2032482,324822000ST354,27.868,TJN,5.000976909713334,0.21846490458355786,11.697638715289752,75.13901896545477,186.08246350913686,357.68063134581575,59000
2032496,324962000WX182,48.017,TJN,4.860542486911566,0.11033493981577597,10.062865549960431,355.7489614213359,208.50470905694118,62.37382929823535,59000
2032499,324992000YS11,38.923,TJN,4.341534688398552,0.18969174917807383,10.976099603784078,311.60282140315803,227.1356451621369,110.57178228834661,59000
2032501,325012000YV135,35.619,TJN,4.852676240579177,0.1900589132282684,12.177161541587921,319.5274863680939,217.82276985080847,321.0667275749035,59000
2032615,326152001QU277,36.180,TJN,5.000551676169492,0.16073240522242754,11.748535783169434,246.80557813784216,222.22925866907724,11.699969704929218,59000
2032720,32720Simoeisios2131T3,21.130,TJN,5.115858640530943,0.02708693101632249,10.23274749229167,57.56293104903235,171.26553418579073,263.9958560300389,59000
2032811,32811Apisaon1990TP12,28.249,TJN,4.85240613192014,0.2505907486767714,6.594922985558859,204.5131430039096,202.27962203971748,152.2986922879304,59000
2034521,345212000SA191,28.921,TJN,4.725848560502199,0.09623401949152074,14.753974933172309,295.718267385859,103.9097464904504,247.974487156263,59000
2034553,345532000SV246,23.459,TJN,5.005585367408846,0.055955553119956265,8.536097933851106,13.94513592791851,57.01496950239813,188.96404386239357,59000
2034642,346422000WN2,33.306,TJN,4.707274439977426,0.012232542466429174,3.041538140532587,178.5035171835431,218.4968469068736,225.76027926254858,59000
2034746,347462001QE91,61.684,TJN,4.964400449456469,0.17726788295647253,4.392192826571765,142.60423679817052,16.91952907570869,239.9989356862185,59000
2034785,347852001RG87,29.077,TJN,4.944746023411926,0.2032693085526847,10.403436839557049,76.3649026773493,23.474506879377977,227.24854012684918,59000
2036624,366242000QA157,32.117,TJN,5.052585440101479,0.004976348678356846,13.871093477991954,136.17000135551436,89.03375862766791,239.24267206094802,59000
2037519,37519Amphios3040T3,33.076,TJN,5.17724922346991,0.1536279174897843,2.6808019380884627,354.059103913003,69.95772451552897,204.60525574883303,59000
2039474,394741978VC7,26.068,TJN,4.800377565315029,0.06794873255938139,1.235197436186795,260.3675974902399,134.6807273188647,257.0023290100935,59000
2047955,479552000QZ73,21.452,TJN,4.757607433085625,0.19355183712283494,13.222965720630091,107.8333488053789,133.66397260006997,279.36845035784165,59000
2047957,479572000QN116,26.634,TJN,4.835185838387726,0.05230992870149743,13.729169683692515,217.92781853309864,42.06796406974157,283.65675076602156,59000
2047962,479622000RU69,24.011,TJN,4.799133833349259,0.20728132143073977,4.145690179738492,88.79624650284472,88.74108342353031,307.2647155654427,59000
2047963,479632000SO56,26.772,TJN,5.1129469782336585,0.11602060389016122,5.659285865568598,219.9038072487386,1.6449010629423588,113.90487138099864,59000
2047967,479672000SL298,20.964,TJN,4.613353678896764,0.28101899662102037,9.902819962467875,322.6200082145754,126.34697168838682,268.4784351039669,59000
2047969,479692000TG64,23.480,TJN,4.991662153431965,0.04125628324379797,4.948950312637122,200.47564797931884,286.7166639227468,340.7980648573186,59000
2048254,482542001UE83,21.049,TJN,4.628012565714356,0.10231990531507755,13.157380624050795,264.00239116296575,95.81759585811719,132.2885084166537,59000
2048373,48373Gorgythion2161T3,20.267,TJN,5.193786880667579,0.03404205637217672,1.6136805407079406,163.20203953786685,231.6053325763493,279.9508016633861,59000
2048438,484381989WJ2,36.052,TJN,4.973744346452757,0.2774080854835688,0.5697333144029282,188.68461035903877,35.371864357935216,104.92660004115174,59000
2048764,487641997JJ10,28.043,TJN,4.72851197970671,0.26320180601429427,3.1272931011418423,250.2270283517563,4.422481833943617,63.20493555887396,59000
2048767,48767Skamander1997JG15,21.815,TJN,4.870385965027546,0.07738248831454668,4.291316673074535,292.465801818503,179.4227479366967,160.71368116844067,59000
2051340,513402000QJ12,22.988,TJN,4.808737104787884,0.1979952138102537,1.6938988693331258,237.40249914916188,166.13426741834894,290.351577280776,59000
2051345,513452000QH137,23.542,TJN,4.444906685058545,0.24516666006036475,0.9853564401097009,351.8971178004335,68.94691142886383,110.56410707614262,59000
2051346,513462000QX158,20.832,TJN,4.977007070660611,0.1665602434798387,11.334115702526974,295.1361316073818,103.17058429249037,106.17817255831103,59000
2051347,513472000QZ165,23.412,TJN,4.4366924481393015,0.15889517350680193,2.4641484885338603,279.77767365883506,11.041706494556806,99.96301266227667,59000
2051350,513502000QU176,27.121,TJN,4.919553848795676,0.0725556872701355,13.70883298599456,304.23656843316917,287.20795557411645,78.52355450008972,59000
